BookId,Titles,Urls,Authors
2014-18-4,EOV Editorial Board,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.969158,"Giuseppe Vizzari,Lorenza Manenti,Kazumichi Ohtsuka,Kenichiro Shimura"
2015-19-1,Special Issue on Intelligent Agents in Traffic and Transportation,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.856719,"Yi Luo,Damla Turgut,Ladislau B??l??ni"
2015-19-1,Agents Toward Vehicle Routing Problem With Time Windows,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889953,"Gennady Waizman,Shraga Shoval,Itzhak Benenson"
2015-19-1,Learning Drivers?€? Behavior to Improve Adaptive Cruise Control,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889960,"J??rg Dallmeyer,Ren?? Schumann,Andreas D. Lattner,Ingo J. Timm"
2015-19-1,An Agent-Based Pedestrian and Group Dynamics Model Applied to Experimental and Real-World Scenarios,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.856718,"Jan Hrn??????,Michael Rovatsos,Michal Jakob"
2015-19-1,Modeling the Strategic Behavior of Drivers for Multi-Lane Highway Driving,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889964,"Constantinos Antoniou,Amalia Polydoropoulou,Asad J. Khattak"
2015-19-1,Micro-Simulation Model for Assessing the Risk of Vehicle?€?Pedestrian Road Accidents,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.856721,"Jerald Jariyasunant,Maya Abou-Zeid,Andre Carrel,Venkatesan Ekambaram,David Gaker,Raja Sengupta,Joan L. Walker"
2015-19-1,Don't Go With the Ant Flow: Ant-Inspired Traffic Routing in Urban Environments,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.941758,Athena Tsirimpa
2015-19-1,Ridesharing on Timetabled Transport Services: A Multiagent Planning Approach,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.941759,"Jingmin Chen,Michel Bierlaire"
2015-19-2,Advanced Traveler Information Systems: Behavioral Responses to Mobile Applications for Transportation,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1012867,"Konstantinos Gkiotsalitis,Antony Stathopoulos"
2015-19-2,Quantified Traveler: Travel Feedback Meets the Cloud to Change Behavior,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.856714,"Constantinos Antoniou,Amalia Polydoropoulou"
2015-19-2,Modeling the Impact of Traffic Information Acquisition From Mobile Devices During the Primary Tour of the Day,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1012865,"Pengfei Li,Montasir Abbas,Raghu Pasupathy"
2015-19-2,Probabilistic Multimodal Map Matching With Rich Smartphone Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.764796,"Hongbing Zhang,Mecit Cetin,Asad J. Khattak"
2015-19-2,A Mobile Application for Real-Time Multimodal Routing Under a Set of Users?€? Preferences,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.856712,"Yang Cheng,Miao Zhang,Dongyuan Yang"
2015-19-2,The Value of Privacy: Evidence From the Use of Mobile Devices for Traveler Information Systems,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.936284,"Jian Zhang,Wenquan Li,Feng Qiu"
2015-19-2,A Stochastic Dilemma Zone Protection Algorithm Based on the Vehicles?€? Trajectories,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.977043,"Voichita Popescu,Sergiu Nedevschi,Radu Danescu,Tiberiu Marita"
2015-19-2,Joint Analysis of Queuing Delays Associated With Secondary Incidents,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.977049,"Bahar Namaki Araghi,Jonas Hammersh??j Olesen,Rajesh Krishnan,Lars T??rholm Christensen,Harry Lahrmann"
2015-19-2,Automatic Incident Detection for Urban Expressways Based on Segment Traffic Flow Density,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.977046,"Peng Hao,Xuegang (Jeff) Ban,Jeong Whon Yu"
2015-19-3,Optimizing Single-Depot Vehicle Scheduling Problem: Fixed-Interval Model and Algorithm,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.836930,"Francisco C. Pereira,Filipe Rodrigues,Moshe Ben-Akiva"
2015-19-3,A Lane Assessment Method Using Visual Information Based on a Dynamic Bayesian Network,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.856724,"Yarah Basyoni,Hoda Talaat"
2015-19-3,Reliability of Bluetooth Technology for Travel Time Estimation,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.856727,"Jie Fang,Jing Jin"
2015-19-3,Kinematic Equation-Based Vehicle Queue Location Estimation Method for Signalized Intersections Using Mobile Sensor Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.857197,"Chun-Hsiung Liao,Chun-Wei Chen"
2015-19-3,Using Data From the Web to Predict Public Transport Arrivals Under Special Events Scenarios,https://www.tandfonline.com/doi/full/10.1080/15472450.2013.868284,"Mohammad S. Ghanim,Ghassan Abu-Lebdeh"
2015-19-3,A Bilevel Traffic Data Extraction Procedure via Cellular Phone Network for Intercity Travel,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.892380,"Lina Kattan,Bidoura Khondaker,Olesya Derushkina,Eswar Poosarla"
2015-19-3,Intelligent Algorithms for Reducing Short-Term Traffic State Prediction Error in Active Traffic Management,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.893736,"Ho Lee,Benjamin Coifman"
2015-19-3,Use of Advanced Traveler Information Systems for Route Choice: Interpretation Based on a Bayesian Model,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.936289,"Wooyeon Yu,Sejoon Park,David S. Kim,Sung-Seok Ko"
2015-19-4,Real-Time Dynamic Transit Signal Priority Optimization for Coordinated Traffic Networks Using Genetic Algorithms and Artificial Neural Networks,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.936292,"Jalil Kianfar,Praveen Edara,Carlos Sun"
2015-19-4,A Probe-Based Variable Speed Limit System,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.936294,"Tomio Miwa,Yosuke Ishiguro,Toshiyuki Yamamoto,Takayuki Morikawa"
2015-19-4,Using LIDAR to Validate the Performance of Vehicle Classification Stations,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.941750,"Jian Zhang,Shanglu He,Wei Wang,Fengping Zhan"
2015-19-4,An Arterial Incident Detection Procedure Utilizing Real-Time Vehicle Reidentification Travel Time Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.972762,"Adel W. Sadek,Byungkyu ?€?Brian?€? Park,Mecit Cetin"
2015-19-4,"Operational Analysis of a Freeway Variable Speed Limit System in St. Louis, Missouri",https://www.tandfonline.com/doi/full/10.1080/15472450.2014.989718,"H. M. Abdul Aziz,Satish V. Ukkusuri"
2015-19-4,Allocation Planning for Probe Taxi Devices Aimed at Minimizing Losses to Travel Time Information Users,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.995760,"Ismail H. Zohdy,Hesham A. Rakha"
2015-19-4,Accuracy Analysis of Freeway Traffic Speed Estimation Based on the Integration of Cellular Probe System and Loop Detectors,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.1000456,"Raj Kishore Kamalanathsharma,Hesham A. Rakha"
2015-19-4,Editorial Board EOV,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1116914,"Noah J. Goodall,Brian L. Smith,Byungkyu ?€?Brian?€? Park"
2016-20-1,Special Issue on Cyber Transportation Systems and Connected Vehicle Research,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889914,"Peng Su,Joyoung Lee,Byungkyu ?€?Brian?€? Park"
2016-20-1,Network Traffic Control in Cyber-Transportation Systems Accounting for User-Level Fairness,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889935,"Scott Smith,Michael Razo"
2016-20-1,Intersection Management via Vehicle Connectivity: The Intersection Cooperative Adaptive Cruise Control System Concept,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889918,"Yunjie Zhao,Aditya Wagh,Yunfei Hou,Kevin Hulme,Chunming Qiao,Adel W. Sadek"
2016-20-1,Leveraging Connected Vehicle Technology and Telematics to Enhance Vehicle Fuel Efficiency in the Vicinity of Signalized Intersections,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889916,"Shou-Pon Lin,Nicholas F. Maxemchuk"
2016-20-1,Microscopic Estimation of Freeway Vehicle Positions From the Behavior of Connected Vehicles,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889926,"Zun Wang,Anne Goodchild,Edward McCormack"
2016-20-1,Calibrating Communication Simulator for Connected Vehicle Applications,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889924,"Fei Yang,Zhenxing Yao,Peter J. Jin,Da Yang"
2016-20-1,Using Traffic Microsimulation to Assess Deployment Strategies for the Connected Vehicle Safety Pilot,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889941,"Markus Stocker,Paula Silvonen,Mauno R??nkk??,Mikko Kolehmainen"
2016-20-1,Integrated Traffic-Driving-Networking Simulator for the Design of Connected Vehicle Applications: Eco-Signal Case Study,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889920,"Oded Cats,Gerasimos Loutos"
2016-20-1,The Fail-Safe Operation of Collaborative Driving Systems,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889932,"Bin Ran,Huachun Tan,Jianshuai Feng,Wuhong Wang,Yang Cheng,Peter Jin"
2016-20-2,Measuring Truck Travel Time Reliability Using Truck Probe GPS Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.1000455,"Tao Zhang,Dian-ge Yang,Jiang-tao Li,Xiao-min Lian"
2016-20-2,Performance Evaluation of Handoff-Based Cellular Traffic Monitoring Systems Using Combined Wireless and Traffic Simulation Platform,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.1001027,"Vicente Milan??s,Steven E. Shladover"
2016-20-2,Detection and Classification of??Vehicles by Measurement of Road-Pavement Vibration and by??Means of Supervised Machine Learning,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1004063,"Eleni I. Vlahogianni,Konstantinos Kepaptsoglou,Vassileios Tsetsos,Matthew G. Karlaftis"
2016-20-2,Real-Time Bus Arrival Information System: An Empirical Evaluation,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1011638,"Yanru Zhang,Yunlong Zhang"
2016-20-2,Estimating Missing Traffic Volume Using Low Multilinear Rank Tensor Completion,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1015721,"Bahar Namaki Araghi,Rajesh Krishnan,Harry Lahrmann"
2016-20-2,A Trajectory-Based Map-Matching System for the Driving Road Identification in Vehicle Navigation Systems,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1015847,"Arash Olia,Hossam Abdelgawad,Baher Abdulhai,Saiedeh N. Razavi"
2016-20-2,Handling Cut-In Vehicles in Strings of Cooperative Adaptive Cruise Control Vehicles,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1016023,"Jiaqi Ma,Brian L. Smith,Michael D. Fontaine"
2016-20-2,A Real-Time Parking Prediction System for Smart Cities,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1037955,"Wei Guo,Yi Zhang,Man Xu,Zuo Zhang,Li Li"
2016-20-3,A Comparative Study of Three Multivariate Short-Term Freeway Traffic Flow Forecasting Methods With Missing Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1147813,"Nabil Nehme,Mariette Awad,Isam A. Kaysi"
2016-20-3,Mode-Specific Travel Time Estimation Using Bluetooth Technology,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1052906,"Yao-Jan Wu,Feng Chen,Chang-Tien Lu,Shu Yang"
2016-20-3,"Assessing the Potential Impacts of??Connected Vehicles: Mobility, Environmental, and Safety Perspectives",https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1062728,"Sangkey Kim,Ali Hajbabaie,Billy M. Williams,Nagui M. Rouphail"
2016-20-3,Comparison of In-Vehicle Auditory Public Traffic Information With Roadside Dynamic Message Signs,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1062729,"Achille Fonzone,Jan-Dirk Schm??cker,Francesco Viti"
2016-20-3,Parking Spaces Repurchase Strategy Design via Simulation Optimization,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1063424,"Agostino Nuzzolo,Umberto Crisalli,Antonio Comi,Luca Rosati"
2016-20-3,An Epsilon Bargaining Game-Theoretic Formulation Between Carrier and Container Terminal Operators for Servicing Vessels During Unloading Operations,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1065740,"Christopher Leahy,Richard Batley,Haibo Chen"
2016-20-3,Urban Traffic Flow Prediction Using a Spatio-Temporal Random Effects Model,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1072050,"Andre Carrel,Rabi G. Mishalani,Raja Sengupta,Joan L. Walker"
2016-20-3,Dynamic Bandwidth Analysis for Coordinated Arterial Streets,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1074575,"Yung-Hsiang Cheng,Sz-Fan Chen"
2016-20-4,"New services, new travelers, old models? Directions to pioneer public transport models in the era of big data",https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1190553,"Hyoshin Park,Ali Haghani,Xin Zhang"
2016-20-4,A mesoscopic transit assignment model including real-time predictive information on crowding,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1164047,"Jinhui Lan,Dongyang Yu,Bin Ran,Yaoliang Jiang,Zhaohui Zhang"
2016-20-4,Toward an automated methodology for the valuation of reliability,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1091736,"Shuai Wang,Yang Yang,Xiaolin Hu,Jianmin Li,Bingji Xu"
2016-20-4,In Pursuit of the Happy Transit Rider: Dissecting Satisfaction Using Daily Surveys and Tracking Data,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1149699,"Chao Wang,Zhirui Ye"
2016-20-4,Adoption forecasting of multipurpose smart cards in transit systems,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1191993,"Wenxin Qiao,Ali Haghani,Chun-Fu Shao,Jun Liu"
2016-20-4,Interpretation of Bayesian neural networks for predicting the duration of detected incidents,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1082428,"Fei Yang,Zhenxing Yao,Yang Cheng,Bin Ran,Da Yang"
2016-20-4,A new threat degree analysis method of abandoned objects based on dynamic multifeature fusion in urban traffic,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1082910,"Paul Johnson,Duc Nguyen,ManWo Ng"
2016-20-5,Solving the K-shortest paths problem in timetable-based public transportation systems,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1082911,"Meng Li,Xiqun (Michael) Chen,Wei Ni"
2016-20-5,Traffic flow forecasting based on a hybrid model,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1091735,"Orcan Alpar,Radoslav Stojic"
2016-20-5,Freeway path travel time prediction based on heterogeneous traffic data through nonparametric model,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1149700,"Jiaqi Ma,Fang Zhou,Changju Lee"
2016-20-5,Multimode trip information detection using personal trajectory data,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1151791,"Guoyan Cao,John Michelini,Karolos Grigoriadis,Behrouz Ebrahimi,Matthew A. Franchek"
2016-20-5,Large-scale network partitioning for decentralized traffic management and other transportation applications,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1151792,"Irum Sanaullah,Mohammed Quddus,Marcus Enoch"
2016-20-5,An extended generalized filter algorithm for urban expressway traffic time estimation based on heterogeneous data,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1153426,"Zhengbing He,Liang Zheng,Wei Guan,Baohua Mao"
2016-20-5,Erratum,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1228375,"Meng Wang,Winnie Daamen,Serge P. Hoogendoorn,Bart van Arem"
2016-20-6,Intelligent collision warning using license plate segmentation,https://www.tandfonline.com/doi/full/10.1080/15472450.2015.1120674,"Mahdi Hashemi,Hassan A. Karimi"
2016-20-6,Providing personalized system optimum traveler information in a congested traffic network with mixed users,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1152549,"Peter J. Jin,Jie Fang,Xiaowen Jiang,Michael DeGaspari,C. Michael Walton"
2016-20-6,Cluster-based correlation of severe driving events with time and location,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1152891,"Xianbiao Hu,Yi-Chang Chiu,Jeff Shelton"
2016-20-6,Developing travel time estimation methods using sparse GPS data,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1154764,"Ning Zhu,Shoufeng Ma,Liang Zheng"
2016-20-6,"A self-regulation traffic-condition-based route guidance strategy with realistic considerations: Overlapping routes, stochastic traffic, and signalized intersections",https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1157020,"Alhadi Ali Albousefi,Hao Ying,Dimitar Filev,Fazal Syed,Kwaku O. Prakah-Asante,Finn Tseng,Hsin-Hsiang Yang"
2016-20-6,Connected variable speed limits control and car-following control with vehicle-infrastructure communication to resolve stop-and-go waves,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1157022,"Maryam Moshiri,Jeannette Montufar"
2016-20-6,A weight-based map-matching algorithm for vehicle navigation in complex urban networks,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1166058,"Elvira Thonhofer,Elisabeth Luchini,Stefan Jakubek"
2016-20-6,Editorial Board EOV,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1242342,"Mingxin Li,Xuesong Zhou,Nagui M. Rouphail"
2017-21-1,Gap metering for active traffic control at freeway merging sections,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1157021,"Peng Chen,Jian Sun,Hongsheng Qi"
2017-21-1,Development of a behaviorally induced system optimal travel demand management system,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1171151,"Indrajit Chatterjee,Chen-Fu Liao,Gary A. Davis"
2017-21-1,Travel time estimation oriented freeway sensor placement problem considering sensor failure,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1194206,"Libo Cao,Zheng Chen,Lingbo Yan,Qin Qin,Ruifeng Zhang"
2017-21-1,A two-stage-training support vector machine approach to predicting unintentional vehicle lane departure,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1196141,"Yuanchang Xie,Huixing Zhang,Nathan H. Gartner,Tugba Arsava"
2017-21-1,Evaluation of detection sensitivity and count performance of advanced vehicle detection technologies at a signalized intersection,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1198700,"Yiqi Zhang,Changxu Wu,Jingyan Wan"
2017-21-1,"A flexible, adaptive traffic network simulation with parameter estimation",https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1208568,"Zhongyu Wang,Qing Cai,Bing Wu,Lingyu Zheng,Yinhai Wang"
2017-21-2,Quantifying travel time variability at a single bottleneck based on stochastic capacity and demand distributions,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1163639,"Seoungbum Kim,Benjamin Coifman"
2017-21-2,Estimation of delay variability at signalized intersections for urban arterial performance evaluation,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1216319,"Md Shahadat Iqbal,Mohammed Hadi,Yan Xiao"
2017-21-2,A statistical process control approach using cumulative sum control chart analysis for traffic data quality verification and sensor calibration for weigh-in-motion systems,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1220306,"Deepak Shrestha,David J. Lovell,Yorghos Tripodis"
2017-21-2,A proposed vision and vehicle-to-infrastructure communication-based vehicle positioning approach,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1247704,"Fangce Guo,Rajesh Krishnan,John Polak"
2017-21-2,Collaborative merging strategy for freeway ramp operations in a connected and autonomous vehicles environment,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1248288,"Haitham Al-Deek,Adrian Sandt,Ahmad Alomari,Omar Hussain"
2017-21-2,A human-in-the-loop wireless warning message notification model and its application in connected vehicle systems,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1254045,"Tomio Miwa,Michael G. H. Bell"
2017-21-3,Shockwave-based queue estimation approach for undersaturated and oversaturated signalized intersections using multi-source detection data,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1254046,"C. Y. David Yang,Kaan Ozbay,Xuegang (Jeff) Ban"
2017-21-3,Assessing the performance of SpeedInfo radar traffic sensors,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1273779,"Liang Zheng,Bin Ran,Helai Huang"
2017-21-3,Predicting arterial breakdown probability: A data mining approach,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1279543,"Peng Cao,Yubai Hu,Tomio Miwa,Yukiko Wakita,Takayuki Morikawa,Xiaobo Liu"
2017-21-3,Hardware and software for collecting microscopic trajectory data on naturalistic driving behavior,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1283224,"Jose E. Naranjo,Felipe Jim??nez,Jos?? J. Anaya,Edgar Talavera,Oscar G??mez"
2017-21-3,The influence of alternative data smoothing prediction techniques on the performance of a two-stage short-term urban travel time prediction framework,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1283989,"Arash Olia,Hossam Abdelgawad,Baher Abdulhai,Saiedeh N. Razavi"
2017-21-3,A technical note on evaluating the effectiveness of bus rapid transit with transit signal priority,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1286987,"Yong Hoon Kim,Srinivas Peeta"
2017-21-3,Efficiency of routing and scheduling system for small and medium size enterprises utilizing vehicle location data,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1291350,"Dimitris Milakis,Bart van Arem,Bert van Wee"
2017-21-4,Developments in connected and automated vehicles,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1337974,"Celeste Chavis,Eleni Christofa"
2017-21-4,Safety evaluation for driving behaviors under bidirectional looking context,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1254047,"Justin Schorr,Samer H. Hamdar,Claire Silverstein"
2017-21-4,An optimal mandatory lane change decision model for autonomous vehicles in urban arterials,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1315805,"Natalia Selini Hadjidimitriou,Marco Mamei,Mauro Dell'Amico,Ioannis Kaparias"
2017-21-4,Application of vehicle to another entity (V2X) communications for motorcycle crash avoidance,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1247703,"Santos S??nchez-Cambronero,Pilar Jim??nez,Ana Rivas,Inmaculada Gallego"
2017-21-4,Optimizing the number and locations of freeway roadside equipment units for travel time estimation in a connected vehicle environment,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1332524,"Zhijun Chen,Chaozhong Wu,Zhen Huang,Nengchao Lyu,Zhaozheng Hu,Ming Zhong,Yang Cheng,Bin Ran"
2017-21-4,Modeling of the dynamic flow propagation of multiple units of information under vehicle-to-vehicle communications based advanced traveler information systems,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1334559,"Anthony D. McDonald,John D. Lee,Nazan S. Aksan,Jeffrey D. Dawson,Jon Tippin,Matthew Rizzo"
2017-21-4,Policy and society related implications of automated driving: A review of literature and directions for future research,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1291351,"George F. List,Billy Williams"
2017-21-5,A real-time signal control strategy for mitigating the impact of bus stops at urban signalized intersections,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1194760,"Xiangfeng Ji,Xuegang (Jeff) Ban,Jian Zhang,Bin Ran"
2017-21-5,Measuring the safety impact of road infrastructure systems on driver behavior: Vehicle instrumentation and real world driving experiment,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1198699,"Rapha??l Delhome,Romain Billot,Nour-Eddin El Faouzi"
2017-21-5,Classification of Livebus arrivals user behavior,https://www.tandfonline.com/doi/full/10.1080/15472450.2016.1265890,"C. de Boer,M. Snelder,R. van Nes,B. van Arem"
2017-21-5,Plate scanning tools to obtain travel times in traffic networks,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1298037,"Elham Sharifi,Stanley Ernest Young,Sepideh Eshragh,Masoud Hamedi,Reuben M. Juster,Kartik Kaushik"
2017-21-5,Dangerous driving behavior detection using video-extracted vehicle trajectory histograms,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1305271,"Neila Bhouri,Maurice Aron,Jean Patrick Lebacque,Habib Haj-Salem"
2017-21-5,Using kinematic driving data to detect sleep apnea treatment adherence,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1369060,"Ravi Seshadri,Karthik K. Srinivasan"
2017-21-6,Advances in travel time reliability monitoring and assessment,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1403536,"Fahimeh Khoshniyat,Anders Peterson"
2017-21-6,Subjective-utility travel time budget modeling in the stochastic traffic network assignment,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1326116,"Zhanbo Sun,Xuegang (Jeff) Ban"
2017-21-6,Travel time statistical modeling with the Halphen distribution family,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1326115,"Semuel Y. R. Rompis,Mecit Cetin,Filmon Habtemichael"
2017-21-6,"The impact of route guidance, departure time advice and alternative routes on door-to-door travel time reliability: Two data-driven assessment methods",https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1334204,"Marta Flamini,Marialisa Nigro,Dario Pacciarelli"
2017-21-6,Outsourced probe data effectiveness on signalized arterials,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1359093,"H. M. Abdul Aziz,Feng Zhu,Satish V. Ukkusuri"
2017-21-6,Effectiveness of travel time reliability indicators in the light of the assessment of dynamic managed lane strategy,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1327815,"Ying Liu,Guoyu Ou"
2017-21-6,"Robust traffic assignment model: Formulation, solution algorithms and empirical application",https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1358624,"Zhibin Li,Pan Liu,Chengcheng Xu,Wei Wang"
2017-21-6,Improving train service reliability by applying an effective timetable robustness strategy,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1326114,"Xu Zhang,Mei Chen"
2017-21-6,Editorial Board,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1409095,"Anish Kumar Bharti,Ch. Ravi Sekhar,Satish Chandra"
2018-22-1,Identifying multiclass vehicles using global positioning system data,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1358623,"Fangfang Zheng,Jie Li,Henk van Zuylen,Xiaobo Liu,Hongtai Yang"
2018-22-1,Probe vehicle lane identification for queue length estimation at intersections,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1300887,"Mohammad Torkjazi,Parisa Sadat Mirjafari,Hossain Poorzahedy"
2018-22-1,The value of real-time traffic information in urban freight distribution,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1309530,"Zhiyuan Du,Baisravan HomChaudhuri,Pierluigi Pisu"
2018-22-1,Learning-based traffic signal control algorithms with neighborhood information sharing: An application for sustainable mobility,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1387546,"Marialisa Nigro,Ernesto Cipriani,Andrea del Giudice"
2018-22-1,A traffic monitoring stream-based real-time vehicular offence detection approach,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1389650,"Richard Mounce,Steve Wright,C. David Emele,Cheng Zeng,John D. Nelson"
2018-22-1,Development of analytical procedure for selection of control measures to reduce congestions at various freeway bottlenecks,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1371598,"Kaan Ozbay,Xuegang (Jeff) Ban,C. Y. David Yang"
2018-22-1,Correction to: Sun and Ban. Identifying multiclass vehicles using global positioning system data,https://www.tandfonline.com/doi/full/10.1080/15472450.2018.1448252,Steven E. Shladover
2018-22-2,Bi-objective routing problem with asymmetrical travel time distributions,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1407652,Volkan Sezer
2018-22-2,Modeling travel time of car with varying demand on an urban midblock section,https://www.tandfonline.com/doi/full/10.1080/15472450.2017.1408013,"Taehyoung Kim,Antoine G. Hobeika,Heejin Jung"
