,paper_id,author_name,year,journal
488,15472450.2015.1072050,Yao-Jan Wu,2016,jits
489,15472450.2015.1072050,Feng Chen,2016,jits
490,15472450.2015.1072050,Chang-Tien Lu,2016,jits
491,15472450.2015.1072050,Shu Yang,2016,jits
492,15472450.2015.1074575,Sangkey Kim,2016,jits
493,15472450.2015.1074575,Ali Hajbabaie,2016,jits
494,15472450.2015.1074575,Billy M. Williams,2016,jits
495,15472450.2015.1074575,Nagui M. Rouphail,2016,jits
496,15472450.2016.1164047,Agostino Nuzzolo,2016,jits
497,15472450.2016.1164047,Umberto Crisalli,2016,jits
498,15472450.2016.1164047,Antonio Comi,2016,jits
499,15472450.2016.1164047,Luca Rosati,2016,jits
500,15472450.2016.1149699,Andre Carrel,2016,jits
501,15472450.2016.1149699,Rabi G. Mishalani,2016,jits
502,15472450.2016.1149699,Raja Sengupta,2016,jits
503,15472450.2016.1149699,Joan L. Walker,2016,jits
504,15472450.2016.1191993,Yung-Hsiang Cheng,2016,jits
505,15472450.2016.1191993,Sz-Fan Chen,2016,jits
506,15472450.2015.1082428,Hyoshin Park,2016,jits
507,15472450.2015.1082428,Ali Haghani,2016,jits
508,15472450.2015.1082428,Xin Zhang,2016,jits
509,15472450.2015.1082910,Jinhui Lan,2016,jits
510,15472450.2015.1082910,Dongyang Yu,2016,jits
511,15472450.2015.1082910,Bin Ran,2016,jits
512,15472450.2015.1082910,Yaoliang Jiang,2016,jits
513,15472450.2015.1082910,Zhaohui Zhang,2016,jits
514,15472450.2015.1091735,Chao Wang,2016,jits
515,15472450.2015.1091735,Zhirui Ye,2016,jits
516,15472450.2016.1149700,Wenxin Qiao,2016,jits
517,15472450.2016.1149700,Ali Haghani,2016,jits
518,15472450.2016.1149700,Chun-Fu Shao,2016,jits
519,15472450.2016.1149700,Jun Liu,2016,jits
520,15472450.2016.1151791,Fei Yang,2016,jits
521,15472450.2016.1151791,Zhenxing Yao,2016,jits
522,15472450.2016.1151791,Yang Cheng,2016,jits
523,15472450.2016.1151791,Bin Ran,2016,jits
524,15472450.2016.1151791,Da Yang,2016,jits
525,15472450.2016.1151792,Paul Johnson,2016,jits
526,15472450.2016.1151792,Duc Nguyen,2016,jits
527,15472450.2016.1151792,ManWo Ng,2016,jits
528,15472450.2016.1153426,Meng Li,2016,jits
529,15472450.2016.1153426,Xiqun (Michael) Chen,2016,jits
530,15472450.2016.1153426,Wei Ni,2016,jits
531,15472450.2015.1120674,Orcan Alpar,2016,jits
532,15472450.2015.1120674,Radoslav Stojic,2016,jits
533,15472450.2016.1152549,Jiaqi Ma,2016,jits
534,15472450.2016.1152549,Fang Zhou,2016,jits
535,15472450.2016.1152549,Changju Lee,2016,jits
536,15472450.2016.1152891,Guoyan Cao,2016,jits
537,15472450.2016.1152891,John Michelini,2016,jits
538,15472450.2016.1152891,Karolos Grigoriadis,2016,jits
539,15472450.2016.1152891,Behrouz Ebrahimi,2016,jits
540,15472450.2016.1152891,Matthew A. Franchek,2016,jits
541,15472450.2016.1154764,Irum Sanaullah,2016,jits
542,15472450.2016.1154764,Mohammed Quddus,2016,jits
543,15472450.2016.1154764,Marcus Enoch,2016,jits
544,15472450.2016.1157020,Zhengbing He,2016,jits
545,15472450.2016.1157020,Liang Zheng,2016,jits
546,15472450.2016.1157020,Wei Guan,2016,jits
547,15472450.2016.1157020,Baohua Mao,2016,jits
548,15472450.2016.1166058,Mahdi Hashemi,2016,jits
549,15472450.2016.1166058,Hassan A. Karimi,2016,jits
550,15472450.2016.1171151,Xianbiao Hu,2017,jits
551,15472450.2016.1171151,Yi-Chang Chiu,2017,jits
552,15472450.2016.1171151,Jeff Shelton,2017,jits
553,15472450.2016.1194206,Ning Zhu,2017,jits
554,15472450.2016.1194206,Shoufeng Ma,2017,jits
555,15472450.2016.1194206,Liang Zheng,2017,jits
556,15472450.2016.1196141,Alhadi Ali Albousefi,2017,jits
557,15472450.2016.1196141,Hao Ying,2017,jits
558,15472450.2016.1196141,Dimitar Filev,2017,jits
559,15472450.2016.1196141,Fazal Syed,2017,jits
560,15472450.2016.1196141,Kwaku O. Prakah-Asante,2017,jits
561,15472450.2016.1196141,Finn Tseng,2017,jits
562,15472450.2016.1196141,Hsin-Hsiang Yang,2017,jits
563,15472450.2016.1198700,Maryam Moshiri,2017,jits
564,15472450.2016.1198700,Jeannette Montufar,2017,jits
565,15472450.2016.1208568,Elvira Thonhofer,2017,jits
566,15472450.2016.1208568,Elisabeth Luchini,2017,jits
567,15472450.2016.1208568,Stefan Jakubek,2017,jits
568,15472450.2016.1163639,Mingxin Li,2017,jits
569,15472450.2016.1163639,Xuesong Zhou,2017,jits
570,15472450.2016.1163639,Nagui M. Rouphail,2017,jits
571,15472450.2016.1216319,Peng Chen,2017,jits
572,15472450.2016.1216319,Jian Sun,2017,jits
573,15472450.2016.1216319,Hongsheng Qi,2017,jits
574,15472450.2016.1220306,Indrajit Chatterjee,2017,jits
575,15472450.2016.1220306,Chen-Fu Liao,2017,jits
576,15472450.2016.1220306,Gary A. Davis,2017,jits
577,15472450.2016.1247704,Libo Cao,2017,jits
578,15472450.2016.1247704,Zheng Chen,2017,jits
579,15472450.2016.1247704,Lingbo Yan,2017,jits
580,15472450.2016.1247704,Qin Qin,2017,jits
581,15472450.2016.1247704,Ruifeng Zhang,2017,jits
582,15472450.2016.1248288,Yuanchang Xie,2017,jits
583,15472450.2016.1248288,Huixing Zhang,2017,jits
584,15472450.2016.1248288,Nathan H. Gartner,2017,jits
585,15472450.2016.1248288,Tugba Arsava,2017,jits
586,15472450.2016.1254045,Yiqi Zhang,2017,jits
587,15472450.2016.1254045,Changxu Wu,2017,jits
588,15472450.2016.1254045,Jingyan Wan,2017,jits
589,15472450.2016.1254046,Zhongyu Wang,2017,jits
590,15472450.2016.1254046,Qing Cai,2017,jits
591,15472450.2016.1254046,Bing Wu,2017,jits
592,15472450.2016.1254046,Lingyu Zheng,2017,jits
593,15472450.2016.1254046,Yinhai Wang,2017,jits
594,15472450.2016.1273779,Seoungbum Kim,2017,jits
595,15472450.2016.1273779,Benjamin Coifman,2017,jits
596,15472450.2017.1279543,Md Shahadat Iqbal,2017,jits
597,15472450.2017.1279543,Mohammed Hadi,2017,jits
598,15472450.2017.1279543,Yan Xiao,2017,jits
599,15472450.2017.1283224,Deepak Shrestha,2017,jits
600,15472450.2017.1283224,David J. Lovell,2017,jits
601,15472450.2017.1283224,Yorghos Tripodis,2017,jits
602,15472450.2017.1283989,Fangce Guo,2017,jits
603,15472450.2017.1283989,Rajesh Krishnan,2017,jits
604,15472450.2017.1283989,John Polak,2017,jits
605,15472450.2017.1286987,Haitham Al-Deek,2017,jits
606,15472450.2017.1286987,Adrian Sandt,2017,jits
607,15472450.2017.1286987,Ahmad Alomari,2017,jits
608,15472450.2017.1286987,Omar Hussain,2017,jits
609,15472450.2017.1291350,Tomio Miwa,2017,jits
610,15472450.2017.1291350,Michael G. H. Bell,2017,jits
611,15472450.2016.1254047,Liang Zheng,2017,jits
612,15472450.2016.1254047,Bin Ran,2017,jits
613,15472450.2016.1254047,Helai Huang,2017,jits
614,15472450.2017.1315805,Peng Cao,2017,jits
615,15472450.2017.1315805,Yubai Hu,2017,jits
616,15472450.2017.1315805,Tomio Miwa,2017,jits
617,15472450.2017.1315805,Yukiko Wakita,2017,jits
618,15472450.2017.1315805,Takayuki Morikawa,2017,jits
619,15472450.2017.1315805,Xiaobo Liu,2017,jits
620,15472450.2016.1247703,Jose E. Naranjo,2017,jits
621,15472450.2016.1247703,Felipe Jiménez,2017,jits
622,15472450.2016.1247703,José J. Anaya,2017,jits
623,15472450.2016.1247703,Edgar Talavera,2017,jits
624,15472450.2016.1247703,Oscar Gómez,2017,jits
625,15472450.2017.1332524,Arash Olia,2017,jits
626,15472450.2017.1332524,Hossam Abdelgawad,2017,jits
627,15472450.2017.1332524,Baher Abdulhai,2017,jits
628,15472450.2017.1332524,Saiedeh N. Razavi,2017,jits
629,15472450.2017.1334559,Yong Hoon Kim,2017,jits
630,15472450.2017.1334559,Srinivas Peeta,2017,jits
631,15472450.2016.1194760,Celeste Chavis,2017,jits
632,15472450.2016.1194760,Eleni Christofa,2017,jits
633,15472450.2016.1198699,Justin Schorr,2017,jits
634,15472450.2016.1198699,Samer H. Hamdar,2017,jits
635,15472450.2016.1198699,Claire Silverstein,2017,jits
636,15472450.2016.1265890,Natalia Selini Hadjidimitriou,2017,jits
637,15472450.2016.1265890,Marco Mamei,2017,jits
638,15472450.2016.1265890,Mauro Dell'Amico,2017,jits
639,15472450.2016.1265890,Ioannis Kaparias,2017,jits
640,15472450.2017.1298037,Santos Sánchez-Cambronero,2017,jits
641,15472450.2017.1298037,Pilar Jiménez,2017,jits
642,15472450.2017.1298037,Ana Rivas,2017,jits
643,15472450.2017.1298037,Inmaculada Gallego,2017,jits
644,15472450.2017.1305271,Zhijun Chen,2017,jits
645,15472450.2017.1305271,Chaozhong Wu,2017,jits
646,15472450.2017.1305271,Zhen Huang,2017,jits
647,15472450.2017.1305271,Nengchao Lyu,2017,jits
648,15472450.2017.1305271,Zhaozheng Hu,2017,jits
649,15472450.2017.1305271,Ming Zhong,2017,jits
650,15472450.2017.1305271,Yang Cheng,2017,jits
651,15472450.2017.1305271,Bin Ran,2017,jits
652,15472450.2017.1369060,Anthony D. McDonald,2017,jits
653,15472450.2017.1369060,John D. Lee,2017,jits
654,15472450.2017.1369060,Nazan S. Aksan,2017,jits
655,15472450.2017.1369060,Jeffrey D. Dawson,2017,jits
656,15472450.2017.1369060,Jon Tippin,2017,jits
657,15472450.2017.1369060,Matthew Rizzo,2017,jits
658,15472450.2017.1326116,Xiangfeng Ji,2017,jits
659,15472450.2017.1326116,Xuegang (Jeff) Ban,2017,jits
660,15472450.2017.1326116,Jian Zhang,2017,jits
661,15472450.2017.1326116,Bin Ran,2017,jits
662,15472450.2017.1326115,Raphaël Delhome,2017,jits
663,15472450.2017.1326115,Romain Billot,2017,jits
664,15472450.2017.1326115,Nour-Eddin El Faouzi,2017,jits
665,15472450.2017.1359093,Elham Sharifi,2017,jits
666,15472450.2017.1359093,Stanley Ernest Young,2017,jits
667,15472450.2017.1359093,Sepideh Eshragh,2017,jits
668,15472450.2017.1359093,Masoud Hamedi,2017,jits
669,15472450.2017.1359093,Reuben M. Juster,2017,jits
670,15472450.2017.1359093,Kartik Kaushik,2017,jits
671,15472450.2017.1327815,Neila Bhouri,2017,jits
672,15472450.2017.1327815,Maurice Aron,2017,jits
673,15472450.2017.1327815,Jean Patrick Lebacque,2017,jits
674,15472450.2017.1327815,Habib Haj-Salem,2017,jits
675,15472450.2017.1358624,Ravi Seshadri,2017,jits
676,15472450.2017.1358624,Karthik K. Srinivasan,2017,jits
677,15472450.2017.1326114,Fahimeh Khoshniyat,2017,jits
678,15472450.2017.1326114,Anders Peterson,2017,jits
679,15472450.2017.1358623,Zhanbo Sun,2018,jits
680,15472450.2017.1358623,Xuegang (Jeff) Ban,2018,jits
681,15472450.2017.1300887,Semuel Y. R. Rompis,2018,jits
682,15472450.2017.1300887,Mecit Cetin,2018,jits
683,15472450.2017.1300887,Filmon Habtemichael,2018,jits
684,15472450.2017.1309530,Marta Flamini,2018,jits
685,15472450.2017.1309530,Marialisa Nigro,2018,jits
686,15472450.2017.1309530,Dario Pacciarelli,2018,jits
687,15472450.2017.1387546,H. M. Abdul Aziz,2018,jits
688,15472450.2017.1387546,Feng Zhu,2018,jits
689,15472450.2017.1387546,Satish V. Ukkusuri,2018,jits
690,15472450.2017.1389650,Ying Liu,2018,jits
691,15472450.2017.1389650,Guoyu Ou,2018,jits
692,15472450.2017.1371598,Zhibin Li,2018,jits
693,15472450.2017.1371598,Pan Liu,2018,jits
694,15472450.2017.1371598,Chengcheng Xu,2018,jits
695,15472450.2017.1371598,Wei Wang,2018,jits
696,15472450.2017.1407652,Xu Zhang,2018,jits
697,15472450.2017.1407652,Mei Chen,2018,jits
698,15472450.2017.1408013,Anish Kumar Bharti,2018,jits
699,15472450.2017.1408013,Ch. Ravi Sekhar,2018,jits
700,15472450.2017.1408013,Satish Chandra,2018,jits
701,15472450.2017.1412829,Fangfang Zheng,2018,jits
702,15472450.2017.1412829,Jie Li,2018,jits
703,15472450.2017.1412829,Henk van Zuylen,2018,jits
704,15472450.2017.1412829,Xiaobo Liu,2018,jits
705,15472450.2017.1412829,Hongtai Yang,2018,jits
706,15472450.2017.1413555,Mohammad Torkjazi,2018,jits
707,15472450.2017.1413555,Parisa Sadat Mirjafari,2018,jits
708,15472450.2017.1413555,Hossain Poorzahedy,2018,jits
709,15472450.2017.1407930,Zhiyuan Du,2018,jits
710,15472450.2017.1407930,Baisravan HomChaudhuri,2018,jits
711,15472450.2017.1407930,Pierluigi Pisu,2018,jits
712,15472450.2017.1421462,Marialisa Nigro,2018,jits
713,15472450.2017.1421462,Ernesto Cipriani,2018,jits
714,15472450.2017.1421462,Andrea del Giudice,2018,jits
715,15472450.2017.1336053,Steven E. Shladover,2018,jits
716,15472450.2017.1334558,Volkan Sezer,2018,jits
717,15472450.2017.1413368,Taehyoung Kim,2018,jits
718,15472450.2017.1413368,Antoine G. Hobeika,2018,jits
719,15472450.2017.1413368,Heejin Jung,2018,jits
720,15472450.2016.1215921,Meng Li,2018,jits
721,15472450.2016.1215921,Xiqun (Michael) Chen,2018,jits
722,15472450.2016.1215921,Xi Lin,2018,jits
723,15472450.2016.1215921,Dingyuan Xu,2018,jits
724,15472450.2016.1215921,Yinhai Wang,2018,jits
725,15472450.2017.1404680,Arash Olia,2018,jits
726,15472450.2017.1404680,Saiedeh Razavi,2018,jits
727,15472450.2017.1404680,Baher Abdulhai,2018,jits
728,15472450.2017.1404680,Hossam Abdelgawad,2018,jits
729,15472450.2018.1438275,Hao Liu,2018,jits
730,15472450.2018.1438275,Xingan (David) Kan,2018,jits
731,15472450.2018.1438275,Steven E. Shladover,2018,jits
732,15472450.2018.1438275,Xiao-Yun Lu,2018,jits
733,15472450.2018.1438275,Robert E. Ferlis,2018,jits
734,15472450.2017.1299011,Chengchuan An,2018,jits
735,15472450.2017.1299011,Yao-Jan Wu,2018,jits
736,15472450.2017.1299011,Jingxin Xia,2018,jits
737,15472450.2017.1299011,Wei Huang,2018,jits
738,15472450.2017.1309529,Zhi Chen,2018,jits
739,15472450.2017.1309529,Xiao Qin,2018,jits
740,15472450.2017.1309529,Md. Razaur Rahman Shaon,2018,jits
741,15472450.2017.1313704,Wei Wu,2018,jits
742,15472450.2017.1313704,Larry Head,2018,jits
743,15472450.2017.1313704,Sanghuiyu Yan,2018,jits
744,15472450.2017.1313704,Wanjing Ma,2018,jits
745,15472450.2017.1350921,Cong Chen,2018,jits
746,15472450.2017.1350921,Yanyan Chen,2018,jits
747,15472450.2017.1350921,Jianming Ma,2018,jits
748,15472450.2017.1350921,Guohui Zhang,2018,jits
749,15472450.2017.1350921,C. Michael Walton,2018,jits
750,15472450.2017.1365606,Qichi Yang,2018,jits
751,15472450.2017.1365606,Guoyuan Wu,2018,jits
752,15472450.2017.1365606,Kanok Boriboonsomsin,2018,jits
753,15472450.2017.1365606,Matthew Barth,2018,jits
754,15472450.2017.1396898,Shangjia Dong,2018,jits
755,15472450.2017.1396898,Alireza Mostafizi,2018,jits
756,15472450.2017.1396898,Haizhong Wang,2018,jits
757,15472450.2017.1396898,Jia Li,2018,jits
758,15472450.2018.1457444,Nadia Bathaee,2018,jits
759,15472450.2018.1457444,Alireza Mohseni,2018,jits
760,15472450.2018.1457444,SeJoon Park,2018,jits
761,15472450.2018.1457444,J. David Porter,2018,jits
762,15472450.2018.1457444,David S. Kim,2018,jits
763,15472450.2017.1334205,David K. Hale,2018,jits
764,15472450.2017.1334205,Constantinos Antoniou,2018,jits
765,15472450.2017.1334205,Byungkyu Brian Park,2018,jits
766,15472450.2017.1334205,Jiaqi Ma,2018,jits
767,15472450.2017.1334205,Lei Zhang,2018,jits
768,15472450.2017.1334205,Alexander Paz,2018,jits
769,15472450.2017.1366320,Wai Yeung Yan,2018,jits
770,15472450.2017.1366320,X.-X. Yuan,2018,jits
771,15472450.2017.1378102,B. Anil Kumar,2018,jits
772,15472450.2017.1378102,Lelitha Vanajakshi,2018,jits
773,15472450.2017.1378102,Shankar C. Subramanian,2018,jits
774,15472450.2017.1384698,Shu Yang,2018,jits
775,15472450.2017.1384698,Yao-Jan Wu,2018,jits
776,15472450.2017.1394191,Yao Cheng,2018,jits
777,15472450.2017.1394191,Xianfeng Yang,2018,jits
778,15472450.2017.1394192,Hyunjeong Jeon,2018,jits
779,15472450.2017.1394192,Jincheol Lee,2018,jits
780,15472450.2017.1394192,Keemin Sohn,2018,jits
781,15472450.2017.1413981,Tarikul Islam,2018,jits
782,15472450.2017.1413981,Hai L. Vu,2018,jits
783,15472450.2017.1413981,Manoj Panda,2018,jits
784,15472450.2017.1413981,Dong Ngoduy,2018,jits
785,15472450.2017.1421075,Shu Yang,2018,jits
786,15472450.2017.1421075,Payton Cooke,2018,jits
787,15472450.2018.1436968,Rahul Deb Das,2018,jits
788,15472450.2018.1436968,Stephan Winter,2018,jits
789,15472450.2018.1438274,Yanning Li,2018,jits
790,15472450.2018.1438274,Juan C. Martínez Mori,2018,jits
791,15472450.2018.1438274,Daniel B. Work,2018,jits
792,15472450.2018.1439389,Julie Fetzer,2018,jits
793,15472450.2018.1439389,Hernan Caceres,2018,jits
794,15472450.2018.1439389,Qing He,2018,jits
795,15472450.2018.1439389,Rajan Batta,2018,jits
796,15472450.2018.1441027,Gulsevi Basar,2018,jits
797,15472450.2018.1441027,Mecit Cetin,2018,jits
798,15472450.2018.1441027,Andrew P. Nichols,2018,jits
799,15472450.2018.1444484,Xiaoyue Cathy Liu,2018,jits
800,15472450.2018.1444484,Jeffrey Taylor,2018,jits
801,15472450.2018.1444484,Richard J. Porter,2018,jits
802,15472450.2018.1444484,Ran Wei,2018,jits
803,15472450.2018.1444485,Elvira Thonhofer,2018,jits
804,15472450.2018.1444485,Stefan Jakubek,2018,jits
805,15472450.2018.1473156,Zhenhua Zhang,2019,jits
806,15472450.2018.1473156,Qing He,2019,jits
807,15472450.2018.1473156,Jizhan Gou,2019,jits
808,15472450.2018.1473156,Xiaoling Li,2019,jits
809,15472450.2018.1476146,Kamonthep Tiaprasert,2019,jits
810,15472450.2018.1476146,Yunlong Zhang,2019,jits
811,15472450.2018.1476146,Xin Ye,2019,jits
812,15472450.2018.1484738,Peng Chen,2019,jits
813,15472450.2018.1484738,Weiliang Zeng,2019,jits
814,15472450.2018.1484738,Min Chen,2019,jits
815,15472450.2018.1484738,Guizhen Yu,2019,jits
816,15472450.2018.1484738,Yunpeng Wang,2019,jits
817,15472450.2018.1493929,Seyed Omid Mousavizadeh Kashi,2019,jits
818,15472450.2018.1493929,Meisam Akbarzadeh,2019,jits
819,15472450.2018.1506338,Hamid Reza Eftekhari,2019,jits
820,15472450.2018.1506338,Mehdi Ghatee,2019,jits
821,15472450.2018.1527693,Biao Yu,2019,jits
822,15472450.2018.1527693,Lin Dong,2019,jits
823,15472450.2018.1527693,Deyi Xue,2019,jits
824,15472450.2018.1527693,Hui Zhu,2019,jits
825,15472450.2018.1527693,Xinli Geng,2019,jits
826,15472450.2018.1527693,Ruling Huang,2019,jits
827,15472450.2018.1527693,Jie Wang,2019,jits
828,15472450.2018.1502667,Vesal Ahsani,2019,jits
829,15472450.2018.1502667,Mostafa Amin-Naseri,2019,jits
830,15472450.2018.1502667,Skylar Knickerbocker,2019,jits
831,15472450.2018.1502667,Anuj Sharma,2019,jits
832,15472450.2018.1486192,Xiqun (Michael) Chen,2019,jits
833,15472450.2018.1486192,Lingxiao Zhou,2019,jits
834,15472450.2018.1486192,Li Li,2019,jits
835,15472450.2018.1488133,Xianbiao Hu,2019,jits
836,15472450.2018.1488133,Yifei Yuan,2019,jits
837,15472450.2018.1488133,Xiaoyu Zhu,2019,jits
838,15472450.2018.1488133,Hong Yang,2019,jits
839,15472450.2018.1488133,Kun Xie,2019,jits
840,15472450.2018.1525534,Geqi Qi,2019,jits
841,15472450.2018.1525534,Wei Guan,2019,jits
842,15472450.2018.1525534,Xucheng Li,2019,jits
843,15472450.2018.1525534,Nick Hounsell,2019,jits
844,15472450.2018.1525534,Neville A. Stanton,2019,jits
845,15472450.2018.1536978,Li Kuang,2019,jits
846,15472450.2018.1536978,Han Yan,2019,jits
847,15472450.2018.1536978,Yujia Zhu,2019,jits
848,15472450.2018.1536978,Shenmei Tu,2019,jits
849,15472450.2018.1536978,Xiaoliang Fan,2019,jits
850,15472450.2018.1470932,Zhuang Dai,2019,jits
851,15472450.2018.1470932,Xiaolei Ma,2019,jits
852,15472450.2018.1470932,Xi Chen,2019,jits
853,15472450.2018.1528447,Zhiqiang Zhai,2019,jits
854,15472450.2018.1528447,Guohua Song,2019,jits
855,15472450.2018.1528447,Ying Liu,2019,jits
856,15472450.2018.1528447,Ying Cheng,2019,jits
857,15472450.2018.1528447,Weinan He,2019,jits
858,15472450.2018.1528447,Lei Yu,2019,jits
859,15472450.2018.1484739,Mohammad Tamannaei,2019,jits
860,15472450.2018.1484739,Iman Irandoost,2019,jits
861,15472450.2018.1488131,Carl H. Häll,2019,jits
862,15472450.2018.1488131,Avishai (Avi) Ceder,2019,jits
863,15472450.2018.1488131,Joakim Ekström,2019,jits
864,15472450.2018.1488131,Nils-Hassan Quttineh,2019,jits
865,15472450.2018.1488132,Zhichao Cao,2019,jits
866,15472450.2018.1488132,Avishai (Avi) Ceder,2019,jits
867,15472450.2018.1488132,Dewei Li,2019,jits
868,15472450.2018.1488132,Silin Zhang,2019,jits
869,15472450.2018.1525533,Khanh T. P. Nguyen,2019,jits
870,15472450.2018.1525533,Julie Beugin,2019,jits
871,15472450.2018.1525533,Marion Berbineau,2019,jits
872,15472450.2018.1525533,Juliette Marais,2019,jits
873,15472450.2018.1542303,Haengju Lee,2019,jits
874,15472450.2018.1542303,Saerona Choi,2019,jits
875,15472450.2018.1542303,Hojin Jung,2019,jits
876,15472450.2018.1542303,Byungkyu Brian Park,2019,jits
877,15472450.2018.1542303,Sang H. Son,2019,jits
878,15472450.2018.1563865,Yan Li,2019,jits
879,15472450.2018.1563865,Kourosh Khoshelham,2019,jits
880,15472450.2018.1563865,Majid Sarvi,2019,jits
881,15472450.2018.1563865,Milad Haghani,2019,jits
882,15472450.2018.1462176,Meiyu Liu,2019,jits
883,15472450.2018.1462176,Jing Shi,2019,jits
884,15472450.2018.1494596,Jacqueline Arriagada,2019,jits
885,15472450.2018.1494596,Antonio Gschwender,2019,jits
886,15472450.2018.1494596,Marcela A. Munizaga,2019,jits
887,15472450.2018.1494596,Martin Trépanier,2019,jits
888,15472450.2018.1496428,Warren S. Vaz,2019,jits
889,15472450.2018.1501273,Mingtao Xu,2019,jits
890,15472450.2018.1501273,Kun An,2019,jits
891,15472450.2018.1501273,Le Hai Vu,2019,jits
892,15472450.2018.1501273,Zhirui Ye,2019,jits
893,15472450.2018.1501273,Jiaxiao Feng,2019,jits
894,15472450.2018.1501273,Enhui Chen,2019,jits
895,15472450.2018.1504294,Xiang Li,2019,jits
896,15472450.2018.1504294,Jian-Qiao Sun,2019,jits
897,15472450.2018.1506339,Majid Hadavi,2019,jits
898,15472450.2018.1506339,Yousef Shafahi,2019,jits
899,15472450.2018.1518137,Juanyu Tang,2019,jits
900,15472450.2018.1518137,Yi Zhu,2019,jits
901,15472450.2018.1518137,Yizhe Huang,2019,jits
902,15472450.2018.1518137,Zhong-Ren Peng,2019,jits
903,15472450.2018.1518137,Zhanyong Wang,2019,jits
904,15472450.2018.1473157,Eleni G. Mantouka,2019,jits
905,15472450.2018.1473157,Emmanouil N. Barmpounakis,2019,jits
906,15472450.2018.1473157,Christina P. Milioti,2019,jits
907,15472450.2018.1473157,Eleni I. Vlahogianni,2019,jits
908,15472450.2018.1536859,John Khoury,2019,jits
909,15472450.2018.1536859,Joud Khoury,2019,jits
910,15472450.2018.1536859,Germain Zouein,2019,jits
911,15472450.2018.1536859,Jean-Paul Arnaout,2019,jits
912,15472450.2018.1557524,Wanli Dong,2019,jits
913,15472450.2018.1557524,Yunpeng Wang,2019,jits
914,15472450.2018.1557524,Haiyang Yu,2019,jits
915,15472450.2018.1560280,David J. Lovell,2019,jits
916,15472450.2018.1562348,Luthful Alahi Kawsar,2019,jits
917,15472450.2018.1562348,Noraida Abdul Ghani,2019,jits
918,15472450.2018.1562348,Anton Abdulbasah Kamil,2019,jits
919,15472450.2018.1562348,Adli Mustafa,2019,jits
920,15472450.2018.1563864,Williams Ackaah,2019,jits
921,15472450.2018.1563864,Klaus Bogenberger,2019,jits
922,15472450.2018.1563864,Robert L. Bertini,2019,jits
923,15472450.2019.1578565,Biao Xu,2019,jits
924,15472450.2019.1578565,Xiaolong Chen,2019,jits
925,15472450.2019.1578565,Keqiang Li,2019,jits
926,15472450.2019.1578565,Manjiang Hu,2019,jits
927,15472450.2019.1578565,Yougang Bian,2019,jits
928,15472450.2019.1578565,Qianwen Yu,2019,jits
929,15472450.2019.1578565,Jianqiang Wang,2019,jits
930,15472450.2018.1476147,Han Yang,2019,jits
931,15472450.2018.1476147,Peter J. Jin,2019,jits
932,15472450.2018.1476147,Bin Ran,2019,jits
933,15472450.2018.1476147,Dongyuan Yang,2019,jits
934,15472450.2018.1476147,Zhengyu Duan,2019,jits
935,15472450.2018.1476147,Linghui He,2019,jits
936,15472450.2018.1488218,Huajun Chai,2019,jits
937,15472450.2018.1488218,Rui Ma,2019,jits
938,15472450.2018.1488218,H. Michael Zhang,2019,jits
939,15472450.2018.1562349,Bai Li,2019,jits
940,15472450.2018.1562349,Ning Jia,2019,jits
941,15472450.2018.1562349,Pu Li,2019,jits
942,15472450.2018.1562349,Xudong Ran,2019,jits
943,15472450.2018.1562349,Yan Li,2019,jits
944,15472450.2019.1573366,Wensi Wang,2019,jits
945,15472450.2019.1573366,Zhihui Tian,2019,jits
946,15472450.2019.1573366,Kewang Li,2019,jits
947,15472450.2019.1573366,Bin Yu,2019,jits
948,15472450.2019.1586543,Xiangfu Kong,2019,jits
949,15472450.2019.1586543,Jiawen Yang,2019,jits
950,15472450.2018.1527694,Ming Xu,2020,jits
951,15472450.2018.1527694,Jianping Wu,2020,jits
952,15472450.2018.1527694,Ling Huang,2020,jits
953,15472450.2018.1527694,Rui Zhou,2020,jits
954,15472450.2018.1527694,Tian Wang,2020,jits
955,15472450.2018.1527694,Dongmei Hu,2020,jits
956,15472450.2019.1699076,Jun Liu,2020,jits
957,15472450.2019.1699076,Asad Khattak,2020,jits
958,15472450.2019.1615487,Huiying Zhao,2020,jits
959,15472450.2019.1615487,Dalin Qian,2020,jits
960,15472450.2019.1615487,Ying Lv,2020,jits
961,15472450.2019.1615487,Bo Zhang,2020,jits
962,15472450.2019.1615487,Rongyu Liang,2020,jits
963,15472450.2019.1677160,Adrian Sandt,2020,jits
964,15472450.2019.1677160,Haitham Al-Deek,2020,jits
965,15472450.2019.1579091,Yanni Yang,2020,jits
966,15472450.2019.1579091,Meng Li,2020,jits
967,15472450.2019.1579091,Jiaying Yu,2020,jits
968,15472450.2019.1579091,Fang He,2020,jits
969,15472450.2019.1579092,Zhenyu Mei,2020,jits
970,15472450.2019.1579092,Wei Zhang,2020,jits
971,15472450.2019.1579092,Lihui Zhang,2020,jits
972,15472450.2019.1579092,Dianhai Wang,2020,jits
973,15472450.2019.1579093,Pangwei Wang,2020,jits
974,15472450.2019.1579093,Yilun Jiang,2020,jits
975,15472450.2019.1579093,Lin Xiao,2020,jits
976,15472450.2019.1579093,Yi Zhao,2020,jits
977,15472450.2019.1579093,Yinghong Li,2020,jits
978,15472450.2018.1542305,Altan Onat,2020,jits
979,15472450.2018.1542305,Petr Voltr,2020,jits
